Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
"Courtyard Tennis Club, The",78731,11/21/2014,100,"5608 COURTYARD DR
AUSTIN, TX 78731
(30.353469, -97.790592)",2801083,Routine Inspection
Costa del Sol,78754,07/15/2015,92,"7901 CAMERON RD
AUSTIN, TX 78754
(30.334832, -97.684828)",2802282,Routine Inspection
Country Boyz Fixins,78721,08/29/2017,94,"4140 E 12TH ST
AUSTIN, TX 78721
(30.278955, -97.687101)",11019026,Routine Inspection
Courtyard by Marriott,78751,03/27/2017,97,"5660 N IH 35 SVRD SB
AUSTIN, TX 78751
(30.317383, -97.707811)",11160533,Routine Inspection
Clay Pit Contemporary Indian Restaurant,78701,12/14/2015,82,"1601 GUADALUPE ST
AUSTIN, TX 78701
(30.278932, -97.742615)",10051054,Routine Inspection
Comfort Suites Hotel,78744,11/20/2015,94,"7501 E BEN WHITE BLVD EB
AUSTIN, TX 78744
(30.217064, -97.693792)",10126693,Routine Inspection
Corner Store #1301,78728,12/07/2015,98,"1310 W HOWARD LN
AUSTIN, TX 78728
(30.424623, -97.672008)",2803600,Routine Inspection
Chuy's Bakery,78745,04/16/2015,85,"801 E WILLIAM CANNON DR Unit 125
AUSTIN, TX 78745
(30.19096, -97.771937)",10567002,Routine Inspection
Courtesy Shell #4,78741,05/12/2017,89,"2241 S IH 35 SVRD NB
AUSTIN, TX 78741
(30.233874, -97.740341)",11130514,Routine Inspection
College House Inc - Halstead,78705,04/24/2017,96,"1905 NUECES ST
AUSTIN, TX 78705
(30.283035, -97.744138)",10174988,Routine Inspection
Counter 3 Five VII,78701,09/16/2016,81,"315 CONGRESS AVE Unit 100
AUSTIN, TX 78701
(30.265715, -97.743659)",11268224,Routine Inspection
Cipollina,78703,07/15/2016,78,"1213 WEST LYNN ST
AUSTIN, TX 78703
(30.280917, -97.758654)",2801292,Routine Inspection
Corner Store #2069,78753,07/20/2017,93,"933 E RUNDBERG LN
AUSTIN, TX 78753
(30.356341, -97.684985)",2803577,Routine Inspection
Circle K Store # 2704103,78660,06/26/2017,95,"2609 W PECAN ST
AUSTIN, TX 78660
(30.448295, -97.654943)",11389779,Routine Inspection
Chuy's 183,78759,01/12/2016,97,"11680 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.418101, -97.747107)",10003985,Routine Inspection
Costco - Meat Dept.,78749,08/14/2017,95,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222239, -97.838958)",2802628,Routine Inspection
Craig O's Pizza & Pastaria,78731,02/19/2015,97,"5501 BALCONES DR
AUSTIN, TX 78731
(30.336462, -97.757774)",10348378,Routine Inspection
Coffee Bean & Tea Leaf,78704,03/10/2015,93,"221 S LAMAR BLVD NB
AUSTIN, TX 78704
(30.262787, -97.757695)",10275624,Routine Inspection
Clay Pit Contemporary Indian Restaurant,78701,06/29/2016,84,"1601 GUADALUPE ST
AUSTIN, TX 78701
(30.278932, -97.742615)",10051054,Routine Inspection
Courtyard by Marriott,78753,07/14/2016,86,"12330 N IH 35 SVRD SB
AUSTIN, TX 78753
(30.401376, -97.674873)",10780666,Routine Inspection
Community of Christ,78704,04/09/2017,95,"2132 BLUEBONNET LN
AUSTIN, TX 78704
(30.249215, -97.775769)",2802014,Routine Inspection
Comfort Suites Hotel,78744,01/27/2015,96,"7501 E BEN WHITE BLVD EB
AUSTIN, TX 78744
(30.217064, -97.693792)",10126693,Routine Inspection
Costco Wholesale #641,78749,06/04/2015,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222239, -97.838958)",2803938,Routine Inspection
Craftsman,78702,05/24/2017,92,"2000 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.256726, -97.723483)",11317364,Routine Inspection
"Club Demonstration Services, Inc",78749,08/11/2016,99,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222239, -97.838958)",11269878,Routine Inspection
Corner Store #1302,78745,01/13/2015,83,"8205 BRODIE LN
AUSTIN, TX 78745
(30.201624, -97.838182)",2803525,Routine Inspection
County Line On The Hill,78746,01/06/2015,86,"6500 FM 2244 RD
AUSTIN, TX 78746
(30.29697, -97.835701)",2800427,Routine Inspection
"Cornerstone Hospital of Austin, LLC",78756,01/06/2017,94,"4207 BURNET RD
AUSTIN, TX 78756
(30.312212, -97.74364)",2801191,Routine Inspection
Costco - Meat Dept.,78749,12/02/2015,97,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222239, -97.838958)",2802628,Routine Inspection
Congress Express,78704,11/18/2015,90,"3630 S CONGRESS AVE
AUSTIN, TX 78704
(30.227169, -97.761643)",11144061,Routine Inspection
Combo Donut,78704,06/13/2016,93,"1509 S LAMAR BLVD Unit 200
AUSTIN, TX 78704
(30.251939, -97.764498)",10407690,Routine Inspection
Covington Jr High,78749,04/09/2015,85,"3700 CONVICT HILL RD
AUSTIN, TX 78749
(30.211468, -97.834774)",2800268,Routine Inspection
Cover 3,78757,05/25/2017,81,"2700 W ANDERSON LN Unit 202
AUSTIN, TX 78757
(30.358106, -97.735077)",10193027,Routine Inspection
Cilantro's Mexican Restaurant,78745,07/20/2017,99,"1025 W STASSNEY LN
AUSTIN, TX 78745
(30.210579, -97.786929)",10019057,Routine Inspection
Corner Store #3958,78754,07/22/2016,85,"12307 DESSAU RD
AUSTIN, TX 78754
(30.387449, -97.648209)",11281491,Routine Inspection
Coco's Cafe,78758,05/04/2015,92,"8557 RESEARCH BLVD NB
AUSTIN, TX 78758
(30.36101, -97.716698)",2801382,Routine Inspection
"Coffee Bean & Tea Leaf,The",78739,06/23/2016,98,"5701 W SLAUGHTER LN
AUSTIN, TX 78739
(30.201061, -97.869111)",10689454,Routine Inspection
Corner Store #1551,78653,07/14/2016,98,"12300 HARRIS BRANCH PKWY
AUSTIN, TX 78653
(30.368633, -97.61327)",10959881,Routine Inspection
Cook Elementary School,78758,10/21/2014,100,"1511 CRIPPLE CREEK DR
AUSTIN, TX 78758
(30.377667, -97.703772)",2800158,Routine Inspection
"Coffee Bean & Tea Leaf, The",78732,10/24/2014,100,"5145 N FM 620 RD Bldg D
AUSTIN, TX 78732
(30.390367, -97.884685)",10737830,Routine Inspection
"Coliseum, The - El Coliseo",78719,08/14/2017,85,"9111 FM 812 RD
AUSTIN, TX 78719
(30.161351, -97.687003)",11094853,Routine Inspection
Chuy's Barton Springs,78704,05/25/2017,92,"1728 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.263673, -97.763405)",10003983,Routine Inspection
Counter Culture,78702,10/18/2016,93,"2337 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.254773, -97.717903)",10752440,Routine Inspection
Copperfield Elementary,78753,10/27/2014,90,"12135 THOMPKINS DR
AUSTIN, TX 78753
(30.388951, -97.660262)",2801288,Routine Inspection
"Coffee Bean & Tea Leaf,The",78739,06/16/2015,93,"5701 W SLAUGHTER LN
AUSTIN, TX 78739
(30.201061, -97.869111)",10689454,Routine Inspection
Corner Store #1301,78728,06/02/2016,88,"1310 W HOWARD LN
AUSTIN, TX 78728
(30.424623, -97.672008)",2803600,Routine Inspection
Corner Store #2141,78758,08/10/2017,95,"9433 PARKFIELD DR
AUSTIN, TX 78758
(30.368571, -97.70572)",2803586,Routine Inspection
Courtyard by Marriott,78753,08/14/2015,100,"12330 N IH 35 SVRD SB
AUSTIN, TX 78753
(30.401376, -97.674873)",10780666,Routine Inspection
Cost Plus World Market #74,78759,05/10/2016,98,"9333 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.382101, -97.740004)",2803873,Routine Inspection
Country Inn & Suites,78752,08/01/2017,92,"7400 N IH 35 SVRD SB
AUSTIN, TX 78752
(30.33566, -97.702892)",11166598,Routine Inspection
Cover 3,78703,04/08/2016,90,"1717 W 6TH ST Bldg B
AUSTIN, TX 78703
(30.276158, -97.764977)",11205336,Routine Inspection
"Coliseum, The - El Coliseo",78719,02/21/2017,85,"9111 FM 812 RD
AUSTIN, TX 78719
(30.161351, -97.687003)",11094853,Routine Inspection
Corner Store # 2194,78744,12/12/2014,92,"1706 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.189058, -97.76723)",2803593,Routine Inspection
Clarion Austin North,78753,08/05/2015,76,"7928 GESSNER DR
AUSTIN, TX 78753
(30.34358, -97.702502)",2800186,Routine Inspection
Chuy's,78749,12/01/2015,93,"4301 W WILLIAM CANNON DR Bunit 146
AUSTIN, TX 78749
(30.222239, -97.838958)",10098616,Routine Inspection
Clint Small Middle School,78749,10/16/2015,95,"4801 MONTEREY OAKS BLVD
AUSTIN, TX 78749
(30.233166, -97.840593)",2801076,Routine Inspection
Congress Express,78704,12/13/2016,95,"3630 S CONGRESS AVE
AUSTIN, TX 78704
(30.227169, -97.761643)",11144061,Routine Inspection
Cielo Night Club,78701,02/11/2015,91,"505 NECHES ST
AUSTIN, TX 78701
(30.266262, -97.738457)",10986524,Routine Inspection
Clairmont- Austin,78729,04/21/2015,90,"12463 LOS INDIOS TRL
AUSTIN, TX 78729
(30.439356, -97.761305)",10246567,Routine Inspection
Corner Store #1308,78759,09/25/2015,92,"8656 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.433709, -97.771294)",2803587,Routine Inspection
Courtyard by Marriott- Champions/Starbucks,78701,03/15/2016,88,"300 E 4TH ST
AUSTIN, TX 78701
(30.265372, -97.740518)",10086722,Routine Inspection
Common Interest,78757,05/03/2017,88,"8440 BURNET RD
AUSTIN, TX 78757
(30.366525, -97.728124)",2800143,Routine Inspection
Circle K Store #2704677,78744,09/26/2016,80,"1601 E ST ELMO RD
AUSTIN, TX 78744
(30.212628, -97.752516)",10758265,Routine Inspection
Contigo Austin,78723,07/06/2015,86,"2027 ANCHOR LN
AUSTIN, TX 78723
(30.288394, -97.703093)",10567635,Routine Inspection
College Houses Inc-Laurel House,78705,03/31/2015,96,"1905 NUECES ST
AUSTIN, TX 78705
(30.283035, -97.744138)",10174989,Routine Inspection
Corner Store #1319,78702,03/17/2017,95,"3112 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.251742, -97.708932)",2803414,Routine Inspection
Conans Pizza - South,78745,04/28/2015,94,"2018 W STASSNEY LN
AUSTIN, TX 78745
(30.216, -97.798414)",2800196,Routine Inspection
Counter Culture,78702,04/06/2017,86,"2337 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.254773, -97.717903)",10752440,Routine Inspection
Corner Store #2110,78729,07/18/2017,98,"13014 POND SPRINGS RD
AUSTIN, TX 78729
(30.441014, -97.773248)",2803623,Routine Inspection
Cook Elementary School,78758,02/09/2017,94,"1511 CRIPPLE CREEK DR
AUSTIN, TX 78758
(30.377667, -97.703772)",2800158,Routine Inspection
Corner Store #3958,78754,08/16/2017,97,"12307 DESSAU RD
AUSTIN, TX 78754
(30.387449, -97.648209)",11281491,Routine Inspection
Clint Small Middle School,78749,04/09/2015,97,"4801 MONTEREY OAKS BLVD
AUSTIN, TX 78749
(30.233166, -97.840593)",2801076,Routine Inspection
Coyote Ugly Saloon,78701,02/19/2016,84,"501 E 6TH ST
AUSTIN, TX 78701
(30.266747, -97.738114)",2802139,Routine Inspection
Coco Paloma Desserts,78757,10/22/2014,100,"8711 BURNET RD
AUSTIN, TX 78757
(30.369758, -97.727293)",10883694,Routine Inspection
"Collinfield House, The",78758,03/15/2017,100,"9205 COLLINFIELD DR
AUSTIN, TX 78758
(30.364419, -97.702177)",10582054,Routine Inspection
Corner Store # 2194,78744,01/23/2017,94,"1706 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.189058, -97.76723)",2803593,Routine Inspection
Chuy's,78749,05/21/2015,90,"4301 W WILLIAM CANNON DR Bunit 146
AUSTIN, TX 78749
(30.222239, -97.838958)",10098616,Routine Inspection
"Collinfield House, The",78758,08/01/2017,100,"9205 COLLINFIELD DR
AUSTIN, TX 78758
(30.364419, -97.702177)",10582054,Routine Inspection
Corner Store #1311,78735,08/29/2017,88,"7622 W SH 71
AUSTIN, TX 78735
(30.24145, -97.881498)",2803529,Routine Inspection
Circle K Store #2704687,78748,03/30/2016,93,"606 W SLAUGHTER LN
AUSTIN, TX 78748
(30.172734, -97.799714)",10762019,Routine Inspection
Counter Culture,78702,03/30/2016,88,"2337 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.254773, -97.717903)",10752440,Routine Inspection
"Coffee Bean & Tea Leaf,The",78739,12/17/2015,100,"5701 W SLAUGHTER LN
AUSTIN, TX 78739
(30.201061, -97.869111)",10689454,Routine Inspection
Club Viva Ame Su Vida,78758,08/29/2017,91,"8610 N LAMAR BLVD Unit 117
AUSTIN, TX 78758
(30.354921, -97.703466)",11259522,Routine Inspection
Church's Fried Chicken #386,78745,11/10/2016,89,"1953 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202832, -97.806595)",2800642,Routine Inspection
Circle K Store #2704690,78753,07/30/2015,93,"1420 E ANDERSON LN WB
AUSTIN, TX 78753
(30.333062, -97.686697)",10757844,Routine Inspection
Corner Store #1302,78745,02/01/2017,99,"8205 BRODIE LN
AUSTIN, TX 78745
(30.201624, -97.838182)",2803525,Routine Inspection
Corner Store #2110,78729,04/02/2015,85,"13014 POND SPRINGS RD
AUSTIN, TX 78729
(30.441014, -97.773248)",2803623,Routine Inspection
Corner Store #1304,78723,09/20/2017,90,"4311 SPRINGDALE RD
AUSTIN, TX 78723
(30.286575, -97.682195)",2803527,Routine Inspection
Community Clinical Research,78754,11/18/2015,100,"8334 CROSS PARK DR
AUSTIN, TX 78754
(30.336325, -97.675266)",10471466,Routine Inspection
Corner Store #967,78744,05/27/2016,91,"6009 E BEN WHITE BLVD EB
AUSTIN, TX 78744
(30.212485, -97.716025)",2803536,Routine Inspection
Cipollina,78703,02/03/2015,93,"1213 WEST LYNN ST
AUSTIN, TX 78703
(30.280917, -97.758654)",2801292,Routine Inspection
Cook Elementary School,78758,08/26/2015,97,"1511 CRIPPLE CREEK DR
AUSTIN, TX 78758
(30.377667, -97.703772)",2800158,Routine Inspection
Covenant Presbyterian Church,78731,11/21/2014,100,"3003 NORTHLAND DR
AUSTIN, TX 78731
(30.335062, -97.752905)",10272029,Routine Inspection
Country Boyz Fixins,78721,08/09/2016,96,"4140 E 12TH ST
AUSTIN, TX 78721
(30.278955, -97.687101)",11019026,Routine Inspection
Combo Donut,78704,07/31/2017,99,"1509 S LAMAR BLVD Unit 200
AUSTIN, TX 78704
(30.251939, -97.764498)",10407690,Routine Inspection
Corner Store #2069,78753,03/09/2015,89,"933 E RUNDBERG LN
AUSTIN, TX 78753
(30.356341, -97.684985)",2803577,Routine Inspection
Chuy's Barton Springs,78704,05/05/2015,80,"1728 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.263673, -97.763405)",10003983,Routine Inspection
Covenant Presbyterian Church,78731,10/02/2015,100,"3003 NORTHLAND DR
AUSTIN, TX 78731
(30.335062, -97.752905)",10272029,Routine Inspection
Corner Store #1307,78749,01/12/2017,91,"4600 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223517, -97.841998)",2803530,Routine Inspection
Costco Wholesale #641,78749,08/11/2016,99,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222239, -97.838958)",2803938,Routine Inspection
Cisco's Bakery & Coffee Shop,78702,10/20/2014,60,"1511 E 6TH ST
AUSTIN, TX 78702
(30.263118, -97.726742)",2800182,Routine Inspection
Conley Guerrero Sr. Activity,78702,08/11/2015,97,"808 NILE ST
AUSTIN, TX 78702
(30.266048, -97.711018)",2800276,Routine Inspection
Coast Bar and Restaurant,78701,04/10/2017,92,"360 NUECES ST Unit 20
AUSTIN, TX 78701
(30.267075, -97.749458)",11478940,Routine Inspection
CiCi's Pizza #71,78723,12/09/2014,77,"5365 N IH 35 SVRD NB
AUSTIN, TX 78723
(30.312963, -97.708189)",10786483,Routine Inspection
Community Clinical Research,78754,06/07/2016,96,"8334 CROSS PARK DR
AUSTIN, TX 78754
(30.336325, -97.675266)",10471466,Routine Inspection
"Club Demonstration Services, Inc",78749,02/08/2017,99,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222239, -97.838958)",11269878,Routine Inspection
Corner Store #1303,78748,09/19/2017,97,"8628 MANCHACA RD
AUSTIN, TX 78748
(30.185485, -97.81657)",2803589,Routine Inspection
Chuy Panaderia,78757,03/16/2017,70,"8716 RESEARCH BLVD SB Unit 290
AUSTIN, TX 78757
(30.364321, -97.718139)",10249266,Routine Inspection
"Club Demonstration Services, Inc",78759,03/10/2016,94,"10401 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.396085, -97.745776)",11291484,Routine Inspection
"Counter Cafe, The",78703,12/09/2016,86,"626 N LAMAR BLVD
AUSTIN, TX 78703
(30.272179, -97.753643)",10005142,Routine Inspection
Corner Store #2103,78753,06/28/2017,98,"11139 N IH 35 SVRD NB
AUSTIN, TX 78753
(30.376525, -97.675868)",2803560,Routine Inspection
Corner Store #1304,78723,01/19/2016,96,"4311 SPRINGDALE RD
AUSTIN, TX 78723
(30.286575, -97.682195)",2803527,Routine Inspection
"Cloak Room, The",78701,09/07/2016,87,"1300 COLORADO ST
AUSTIN, TX 78701
(30.274977, -97.742167)",2800086,Routine Inspection
Club Pachanga,78741,05/05/2016,95,"2120 E RIVERSIDE DR
AUSTIN, TX 78741
(30.239817, -97.726603)",10558970,Routine Inspection
Corner Store #2103,78753,02/09/2015,93,"11139 N IH 35 SVRD NB
AUSTIN, TX 78753
(30.376525, -97.675868)",2803560,Routine Inspection
Corner Store #110,78705,01/13/2015,97,"3515 N LAMAR BLVD
AUSTIN, TX 78705
(30.304253, -97.74369)",2803547,Routine Inspection
Circle K Store #2704680,78746,08/22/2016,94,"8947 FM 2244 RD
AUSTIN, TX 78746
(30.318368, -97.862764)",10758576,Routine Inspection
Conans Pizza - South,78745,10/22/2015,97,"2018 W STASSNEY LN
AUSTIN, TX 78745
(30.216, -97.798414)",2800196,Routine Inspection
Corner Store #1396,78759,09/19/2016,99,"10713 JOLLYVILLE RD
AUSTIN, TX 78759
(30.400583, -97.748928)",2803430,Routine Inspection
Coco Paloma Desserts,78757,01/24/2017,97,"8711 BURNET RD
AUSTIN, TX 78757
(30.369758, -97.727293)",10883694,Routine Inspection
"Cornucopia Popcorn, Inc",78705,03/09/2017,93,"3211 RED RIVER ST
AUSTIN, TX 78705
(30.291524, -97.726916)",11081979,Routine Inspection
CiCi's Pizza #71,78723,07/13/2017,90,"5365 N IH 35 SVRD NB
AUSTIN, TX 78723
(30.312963, -97.708189)",10786483,Routine Inspection
Courtesy Shell # 3,78745,06/08/2017,96,"616 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.197045, -97.78744)",11130484,Routine Inspection
Cover 3,78757,09/09/2015,84,"2700 W ANDERSON LN Unit 202
AUSTIN, TX 78757
(30.358106, -97.735077)",10193027,Routine Inspection
Corner Store #1311,78735,09/02/2015,100,"7622 W SH 71
AUSTIN, TX 78735
(30.24145, -97.881498)",2803529,Routine Inspection
Comfort Suites,78660,01/12/2015,97,"15112 FM 1825 RD
AUSTIN, TX 78660
(30.443638, -97.664868)",10278581,Routine Inspection
Courtyard by Marriott- Champions/Starbucks,78701,04/04/2017,83,"300 E 4TH ST
AUSTIN, TX 78701
(30.265372, -97.740518)",10086722,Routine Inspection
Corner Store #110,78705,05/27/2016,98,"3515 N LAMAR BLVD
AUSTIN, TX 78705
(30.304253, -97.74369)",2803547,Routine Inspection
Club Pachanga,78741,11/22/2016,96,"2120 E RIVERSIDE DR
AUSTIN, TX 78741
(30.239817, -97.726603)",10558970,Routine Inspection
Corner Store #110,78705,07/25/2017,91,"3515 N LAMAR BLVD
AUSTIN, TX 78705
(30.304253, -97.74369)",2803547,Routine Inspection
Cici's Pizza,78753,02/17/2017,90,"9717 N LAMAR BLVD Bunit 2
AUSTIN, TX 78753
(30.366226, -97.695229)",11372778,Routine Inspection
Corona Cafe,78723,02/22/2016,93,"1215 CORONA DR Bldg B
AUSTIN, TX 78723
(30.312708, -97.704529)",11378683,Routine Inspection
Corner Store #1551,78653,05/28/2015,90,"12300 HARRIS BRANCH PKWY
AUSTIN, TX 78653
(30.368633, -97.61327)",10959881,Routine Inspection
Clairmont- Austin,78729,05/16/2017,80,"12463 LOS INDIOS TRL
AUSTIN, TX 78729
(30.439356, -97.761305)",10246567,Routine Inspection
Congress Austin,78701,09/22/2016,91,"200 CONGRESS AVE
AUSTIN, TX 78701
(30.264656, -97.744063)",10492670,Routine Inspection
Corner Store #2110,78729,11/04/2014,94,"13014 POND SPRINGS RD
AUSTIN, TX 78729
(30.441014, -97.773248)",2803623,Routine Inspection
Courtyard by Marriott Austin Airport,78744,02/26/2015,88,"7809 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.219172, -97.688437)",10190203,Routine Inspection
College Roadhouse LLC,78753,05/12/2016,84,"9515 N LAMAR BLVD Unit 230
AUSTIN, TX 78753
(30.365139, -97.695848)",11249409,Routine Inspection
"Convenient  Store, The",78759,04/17/2017,96,"12518 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.429156, -97.760067)",2803765,Routine Inspection
Corner Store #1302,78745,08/25/2016,100,"8205 BRODIE LN
AUSTIN, TX 78745
(30.201624, -97.838182)",2803525,Routine Inspection
Corner Store #2420,78745,12/01/2015,94,"1405 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.200463, -97.799243)",2803580,Routine Inspection
Conley Guerrero Sr. Activity,78702,05/18/2016,100,"808 NILE ST
AUSTIN, TX 78702
(30.266048, -97.711018)",2800276,Routine Inspection
Circle K Store #2704675,78617,09/01/2017,86,"2453 SH 71
AUSTIN, TX 78617
(30.213731, -97.659614)",10762466,Routine Inspection
Community Clinical Research,78754,11/04/2014,100,"8334 CROSS PARK DR
AUSTIN, TX 78754
(30.336325, -97.675266)",10471466,Routine Inspection
"Collinfield House, The",78758,11/09/2015,100,"9205 COLLINFIELD DR
AUSTIN, TX 78758
(30.364419, -97.702177)",10582054,Routine Inspection
"Cornucopia Popcorn, Inc",78705,09/07/2016,95,"3211 RED RIVER ST
AUSTIN, TX 78705
(30.291524, -97.726916)",11081979,Routine Inspection
Church's Fried Chicken #386,78745,11/04/2014,93,"1953 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.202832, -97.806595)",2800642,Routine Inspection
Copper Restaurant & Dessert Lounge,78758,04/20/2016,89,"3401 ESPERANZA XING Unit 104
AUSTIN, TX 78758
(30.400612, -97.726912)",10687405,Routine Inspection
Circle A,"Hwy 290 E
Austin TX  78723",12/14/2016,97,"7107 HWY 290 E
TX Hwy 290 E Austin TX 78723
(30.32197, -97.682753)",2803780,Routine Inspection
Costco - Bakery,78749,06/04/2015,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222239, -97.838958)",2803202,Routine Inspection
Conley Guerrero Sr. Activity,78702,12/05/2016,100,"808 NILE ST
AUSTIN, TX 78702
(30.266048, -97.711018)",2800276,Routine Inspection
Cooking w/ Concha,78741,04/01/2015,100,"6319 EL MIRANDO ST
AUSTIN, TX 78741
(30.239458, -97.692373)",10893763,Routine Inspection
Circle K Store #2704680,78746,08/17/2017,92,"8947 FM 2244 RD
AUSTIN, TX 78746
(30.318368, -97.862764)",10758576,Routine Inspection
Club Viva Ame Su Vida,78758,06/13/2016,85,"8610 N LAMAR BLVD Unit 117
AUSTIN, TX 78758
(30.354921, -97.703466)",11259522,Routine Inspection
Chuy's Bakery,78745,10/23/2014,84,"801 E WILLIAM CANNON DR Unit 125
AUSTIN, TX 78745
(30.19096, -97.771937)",10567002,Routine Inspection
Copperfield Elementary,78753,10/18/2016,91,"12135 THOMPKINS DR
AUSTIN, TX 78753
(30.388951, -97.660262)",2801288,Routine Inspection
Clarion Austin North,78753,03/08/2016,83,"7928 GESSNER DR
AUSTIN, TX 78753
(30.34358, -97.702502)",2800186,Routine Inspection
Copperfield Elementary,78753,02/12/2016,92,"12135 THOMPKINS DR
AUSTIN, TX 78753
(30.388951, -97.660262)",2801288,Routine Inspection
Circle K Store #2704690,78753,02/25/2015,89,"1420 E ANDERSON LN WB
AUSTIN, TX 78753
(30.333062, -97.686697)",10757844,Routine Inspection
Conoco,78741,04/28/2017,88,"6214 E RIVERSIDE DR
AUSTIN, TX 78741
(30.225194, -97.703922)",2803603,Routine Inspection
Compass Group @ Dimensional Fund Advisors,78746,07/03/2017,96,"6300 FM 2244 RD
AUSTIN, TX 78746
(30.296418, -97.830654)",10218828,Routine Inspection
Corner Store # 1552,78724,02/25/2016,93,"12200 FM 969 RD
AUSTIN, TX 78724
(30.254265, -97.605654)",11239100,Routine Inspection
Clarksville Market,78703,08/15/2017,92,"1001 WEST LYNN ST
AUSTIN, TX 78703
(30.279157, -97.759823)",11465889,Routine Inspection
"Cornucopia Popcorn, Inc",78705,10/29/2014,97,"3211 RED RIVER ST
AUSTIN, TX 78705
(30.291524, -97.726916)",11081979,Routine Inspection
Covenant Presbyterian Church,78731,10/18/2016,96,"3003 NORTHLAND DR
AUSTIN, TX 78731
(30.335062, -97.752905)",10272029,Routine Inspection
College Roadhouse LLC,78753,11/18/2016,80,"9515 N LAMAR BLVD Unit 230
AUSTIN, TX 78753
(30.365139, -97.695848)",11249409,Routine Inspection
Corner Store #80,78751,12/15/2016,98,"3909 GUADALUPE ST
AUSTIN, TX 78751
(30.304901, -97.736764)",2803548,Routine Inspection
Circle K Store #2704675,78617,02/24/2017,85,"2453 SH 71
AUSTIN, TX 78617
(30.213731, -97.659614)",10762466,Routine Inspection
"Counter Cafe, The",78703,12/18/2015,86,"626 N LAMAR BLVD
AUSTIN, TX 78703
(30.272179, -97.753643)",10005142,Routine Inspection
Community Clinical Research,78754,05/19/2015,100,"8334 CROSS PARK DR
AUSTIN, TX 78754
(30.336325, -97.675266)",10471466,Routine Inspection
Contigo Catering LLC,78744,09/30/2016,93,"3709 PROMONTORY POINT DR Bunit 201
AUSTIN, TX 78744
(30.21006, -97.727131)",11426364,Routine Inspection
Cooper's Old Time Pit BBQ Austin,78701,09/21/2016,87,"217 CONGRESS AVE
AUSTIN, TX 78701
(30.265018, -97.743925)",11442278,Routine Inspection
Corner Store #1319,78702,09/18/2015,100,"3112 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.251742, -97.708932)",2803414,Routine Inspection
"Convenient  Store, The",78759,04/18/2016,94,"12518 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.429156, -97.760067)",2803765,Routine Inspection
Chuy Panaderia,78757,07/06/2015,80,"8716 RESEARCH BLVD SB Unit 290
AUSTIN, TX 78757
(30.364321, -97.718139)",10249266,Routine Inspection
Corner Store # 1552,78724,07/29/2016,79,"12200 FM 969 RD
AUSTIN, TX 78724
(30.254265, -97.605654)",11239100,Routine Inspection
Church's Fried Chicken #765,78758,08/03/2016,70,"8545 RESEARCH BLVD NB
AUSTIN, TX 78758
(30.360714, -97.716615)",2800156,Routine Inspection
Craftsman,78702,01/04/2017,99,"2000 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.256726, -97.723483)",11317364,Routine Inspection
Congregation Agudas Achim,78731,02/01/2016,92,"7300 HART LN
AUSTIN, TX 78731
(30.357375, -97.75468)",10092085,Routine Inspection
Con'olio Oils & Vinegars,78701,03/27/2017,97,"215 LAVACA ST
AUSTIN, TX 78701
(30.265771, -97.746309)",10758655,Routine Inspection
Corner Store #1307,78749,05/29/2015,97,"4600 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223517, -97.841998)",2803530,Routine Inspection
CoCo's Cafe,78705,05/26/2015,92,"1910 GUADALUPE ST
AUSTIN, TX 78705
(30.282621, -97.742079)",2801586,Routine Inspection
